name,geometry
K100,"POLYGON ((77.5838744 12.9601699, 77.583911 12.9602284, 77.5836597 12.9604331, 77.5836469 12.9604435, 77.5831345 12.9607648, 77.583097 12.9607177, 77.5838744 12.9601699))"
K100,"POLYGON ((77.6212761 12.9515094, 77.6213115 12.9515758, 77.6213423 12.9516493, 77.6206062 12.9519254, 77.6202661 12.9520453, 77.6199666 12.9521764, 77.6197172 12.9522396, 77.6192078 12.9522342, 77.6186606 12.9522268, 77.6185414 12.9522065, 77.6184672 12.9521872, 77.6181561 12.9519859, 77.6179495 12.9516487, 77.6175767 12.9508841, 77.6175083 12.9508044, 77.6174064 12.9507515, 77.616933 12.9507913, 77.6165628 12.9508384, 77.6155302 12.9510005, 77.6152325 12.9509952, 77.6149106 12.9508175, 77.6141511 12.9505927, 77.6136135 12.9504335, 77.6128026 12.9501216, 77.6126351 12.9500723, 77.6124318 12.950031, 77.6122519 12.9499804, 77.6119494 12.9499261, 77.6117546 12.9498902, 77.6115464 12.9498915, 77.6114551 12.9498716, 77.6112802 12.9498195, 77.6112494 12.9498006, 77.6112116 12.949744, 77.6112015 12.9496405, 77.6111687 12.9494144, 77.6111474 12.9493762, 77.6107381 12.9493926, 77.6104281 12.9494248, 77.6101087 12.9494448, 77.6096768 12.9495252, 77.6089749 12.9496673, 77.6079406 12.9498201, 77.6074678 12.9498899, 77.6072968 12.9499152, 77.6072614 12.9499212, 77.6063688 12.950072, 77.6056678 12.950103, 77.6055014 12.9501117, 77.6053029 12.9501405, 77.6044044 12.9502868, 77.6037928 12.950394, 77.6036131 12.9504411, 77.6035712 12.9502027, 77.6038599 12.9502032, 77.6057121 12.9498855, 77.6059761 12.9499235, 77.6089614 12.9495262, 77.6106995 12.9492569, 77.6110563 12.9492752, 77.6112789 12.9493353, 77.6113325 12.9494451, 77.6113473 12.9497262, 77.6120648 12.949832, 77.6139048 12.9503391, 77.6153397 12.9507652, 77.6155436 12.9507887, 77.6173273 12.9505691, 77.6175037 12.9505828, 77.6176726 12.950692, 77.6178522 12.9510497, 77.617864 12.9510716, 77.6180354 12.9513899, 77.6183599 12.9518709, 77.6184877 12.9519768, 77.6185933 12.9520643, 77.6187631 12.9520885, 77.6188953 12.9520769, 77.6196336 12.9521077, 77.6197554 12.9520975, 77.6199103 12.9520574, 77.6201469 12.9519422, 77.6206964 12.9517442, 77.6212761 12.9515094))"
K100,"POLYGON ((77.6285068 12.9384408, 77.628638 12.9384769, 77.6285362 12.9388321, 77.6284343 12.9389811, 77.6281929 12.9390726, 77.6279166 12.9393, 77.6278469 12.9394752, 77.6276216 12.9400006, 77.6275232 12.9401746, 77.6274768 12.9402568, 77.6272011 12.9405826, 77.6270852 12.9407195, 77.6270288 12.9408031, 77.6269698 12.9413965, 77.6269242 12.9414645, 77.6268706 12.9415142, 77.6262617 12.9417494, 77.6262134 12.9418383, 77.6262108 12.9419455, 77.6261357 12.9429101, 77.6261678 12.943012, 77.6261088 12.94417, 77.626074 12.9444315, 77.6256555 12.9450013, 77.6254168 12.9452313, 77.6240462 12.9459685, 77.6239711 12.9460888, 77.6240033 12.9462182, 77.6240516 12.9465802, 77.6240355 12.9467083, 77.6237999 12.9473333, 77.6236936 12.9474554, 77.6236302 12.947487, 77.6233408 12.9477121, 77.6230458 12.9479813, 77.6227936 12.9482898, 77.6225388 12.9486766, 77.6220641 12.9491837, 77.6219434 12.9493118, 77.6215786 12.9494634, 77.621474 12.9495471, 77.6214667 12.9496678, 77.6215197 12.9498503, 77.6215523 12.9499967, 77.6215931 12.9500492, 77.6216703 12.9501441, 77.6217726 12.9502766, 77.6220066 12.9503818, 77.6220721 12.950462, 77.6221043 12.9505953, 77.6220748 12.9507652, 77.6219594 12.951071, 77.6218977 12.9510371, 77.6220131 12.9506894, 77.6220024 12.950543, 77.6219541 12.9504881, 77.6217073 12.9503496, 77.6216116 12.9502384, 77.621566 12.9501854, 77.6214847 12.9500594, 77.6214579 12.9498947, 77.6214371 12.9498232, 77.6214379 12.9497584, 77.6214096 12.9496732, 77.6213694 12.9495557, 77.6213681 12.9495354, 77.6213828 12.9495, 77.6215137 12.9494157, 77.6215491 12.9493929, 77.6215676 12.9493856, 77.6216753 12.9493429, 77.6217427 12.9493161, 77.6218656 12.9492674, 77.6220426 12.9490818, 77.6224798 12.9485407, 77.6228204 12.9480597, 77.6231651 12.9477382, 77.6235404 12.9474421, 77.6236845 12.9473284, 77.6239413 12.9465693, 77.6238789 12.946292, 77.6238964 12.9460568, 77.6239773 12.9458801, 77.625382 12.9451189, 77.6258157 12.9446017, 77.6259973 12.9443478, 77.6260049 12.9434347, 77.6259622 12.9431476, 77.6260133 12.9425516, 77.6260754 12.9418284, 77.6260339 12.9417227, 77.6261806 12.9416854, 77.6262456 12.9416762, 77.6267619 12.9414505, 77.6268035 12.9414096, 77.626884 12.9413416, 77.6269239 12.9409995, 77.6269003 12.940946, 77.6269511 12.9407796, 77.6269586 12.9407641, 77.6270181 12.9406411, 77.6273722 12.9402045, 77.6275733 12.9398804, 77.6277906 12.9392504, 77.6281071 12.9390292, 77.6283404 12.9388661, 77.6284316 12.9387511, 77.6284719 12.9385864, 77.6285068 12.9384408))"
Singapura Kere,"POLYGON ((77.5395486 13.0859027, 77.5394037 13.0865453, 77.5390175 13.086676, 77.5389639 13.0866368, 77.5387117 13.0863965, 77.5380278 13.0853827, 77.5378051 13.085064, 77.5377139 13.0847479, 77.5377434 13.0846355, 77.5381887 13.084518, 77.5385374 13.0843743, 77.5386715 13.0843769, 77.5388834 13.0845258, 77.5391516 13.0847792, 77.539342 13.085111, 77.5395004 13.0854507, 77.5395325 13.0857903, 77.5395486 13.0859027))"
Kalyani,"POLYGON ((77.6760663 12.9140994, 77.6761009 12.9141798, 77.6760178 12.9142138, 77.6759832 12.9141334, 77.6760663 12.9140994))"
Small Pool,"POLYGON ((77.6535947 12.9590427, 77.6535743 12.958974, 77.6536051 12.9589653, 77.6536106 12.9589835, 77.6536421 12.9589745, 77.6536373 12.9589585, 77.6536866 12.9589445, 77.6537065 12.959011, 77.6535947 12.9590427))"
Kuppareddi Kere,"POLYGON ((77.5242793 12.844857, 77.5243431 12.844968, 77.524209 12.8452296, 77.524091 12.8455434, 77.5241393 12.8458363, 77.5243324 12.8460036, 77.5244611 12.8462494, 77.5244665 12.8464116, 77.5244021 12.8466208, 77.5242734 12.8466731, 77.5241286 12.846626, 77.5239569 12.8464534, 77.5237584 12.8462076, 77.5233883 12.8460245, 77.5232005 12.8457369, 77.5230718 12.8453603, 77.5228004 12.8445987, 77.5229377 12.8442934, 77.5230074 12.8439482, 77.5231093 12.8436971, 77.5232971 12.8434461, 77.5233936 12.8435768, 77.5236136 12.8436553, 77.5237101 12.8439168, 77.5238872 12.844194, 77.5240374 12.8444816, 77.524091 12.8446647, 77.5242793 12.844857))"
Vidyaranyapura Kere,"POLYGON ((77.5540942 13.0769179, 77.5537536 13.0761994, 77.5547835 13.0753372, 77.5549525 13.075575, 77.5553924 13.0761916, 77.5555935 13.0762229, 77.5556713 13.0762882, 77.5556445 13.0764006, 77.5540942 13.0769179))"
Centenary Pond,"POLYGON ((77.5709686 13.0215126, 77.5708011 13.0215018, 77.5705895 13.0213475, 77.5705938 13.0209823, 77.570771 13.0209308, 77.5709142 13.0210991, 77.5709664 13.0212173, 77.5709796 13.0214127, 77.5709686 13.0215126))"
Bagalagunte Lake,"POLYGON ((77.4983364 13.059841, 77.4983519 13.05986, 77.4983704 13.0598763, 77.4983914 13.0598893, 77.4984205 13.0599007, 77.4984513 13.059906, 77.4984826 13.059905, 77.4988098 13.0597914, 77.4993503 13.0595889, 77.500037 13.0593276, 77.5003588 13.0591408, 77.5004017 13.0590611, 77.5003843 13.0588168, 77.500332 13.0584902, 77.5002864 13.0584, 77.5001657 13.0583073, 77.499923 13.0582472, 77.4997835 13.0582511, 77.4996856 13.0581897, 77.499408 13.0579506, 77.4993087 13.0577743, 77.4991867 13.0576737, 77.4990579 13.0575992, 77.499015 13.0576018, 77.4988393 13.0576619, 77.4988997 13.0582615, 77.4988984 13.0584928, 77.4988501 13.0587632, 77.4986985 13.0590754, 77.4985336 13.0593184, 77.4984209 13.0595066, 77.4983431 13.0597587, 77.4983364 13.059841))"
Narayanapura Kere,"POLYGON ((77.6845339 12.9966727, 77.6840548 12.99709, 77.6835819 12.9968648, 77.6839085 12.99638, 77.6840749 12.996467, 77.6843352 12.996464, 77.6845478 12.996431, 77.6845986 12.9965451, 77.6845339 12.9966727))"
Ground,"POLYGON ((77.5597043 12.915526, 77.5604366 12.9155348, 77.5601836 12.9150979, 77.5600124 12.9151281, 77.559733 12.9150124, 77.5597228 12.9152474, 77.5597043 12.915526))"
Halcyon Swimming Pool,"POLYGON ((77.6312931 12.9356718, 77.6312382 12.9355673, 77.6313481 12.9355098, 77.6314004 12.9356183, 77.6312931 12.9356718))"
ISKCON Temple Pond,"POLYGON ((77.5496954 12.8933072, 77.5497383 12.8932471, 77.5497973 12.8932366, 77.5498523 12.8932667, 77.5498751 12.8932902, 77.5498804 12.8933072, 77.5500306 12.8932484, 77.5500172 12.8931869, 77.5498161 12.892783, 77.5495908 12.8929019, 77.5495478 12.8929032, 77.5494996 12.8928876, 77.5496404 12.8931503, 77.5496887 12.893251, 77.5496954 12.8933072))"
Water Tank,"POLYGON ((77.5686454 13.0738848, 77.5686373 13.0738137, 77.5687643 13.0737952, 77.5687907 13.0738742, 77.5686454 13.0738848))"
Doddabidirakallu Kere,"POLYGON ((77.4978026 13.0436483, 77.4978767 13.0433845, 77.497905 13.0429961, 77.4979321 13.0423193, 77.4967953 13.042082, 77.4956225 13.0418887, 77.4947022 13.0415547, 77.4943233 13.0408252, 77.4942511 13.0419853, 77.4939264 13.0423545, 77.4935294 13.0429961, 77.4933309 13.043831, 77.4928257 13.0446045, 77.4932046 13.0448506, 77.4937442 13.0437956, 77.4947986 13.044106, 77.4954611 13.0442393, 77.4959621 13.0443099, 77.4964822 13.0442059, 77.4970084 13.0439963, 77.4976773 13.043862, 77.4978026 13.0436483))"
Karagada Kunte,"POLYGON ((77.5920273 12.9707005, 77.5923533 12.9710371, 77.5925048 12.9711841, 77.5924981 12.9712266, 77.5924511 12.9713116, 77.5923975 12.9713572, 77.592357 12.9713634, 77.5923365 12.9713527, 77.5923344 12.971324, 77.5923237 12.9712985, 77.5922895 12.9712717, 77.592246 12.9712508, 77.5921514 12.9712201, 77.5920475 12.97116, 77.5918866 12.9710546, 77.5918061 12.9710018, 77.5917973 12.9709783, 77.5917913 12.9709312, 77.5917926 12.9708555, 77.5918006 12.9707634, 77.5918081 12.9706738, 77.591849 12.9706189, 77.5919133 12.9706071, 77.5919482 12.970632, 77.5920273 12.9707005))"
Vijinapura Lake,"POLYGON ((77.6765612 13.0080336, 77.6766631 13.0081094, 77.6770949 13.0088803, 77.6771137 13.0090005, 77.6770547 13.0092645, 77.6768857 13.0097532, 77.6768401 13.0101556, 77.6768079 13.0101765, 77.6766524 13.0101765, 77.676596 13.010106, 77.6762554 13.0092984, 77.6760972 13.0087862, 77.6760945 13.0086686, 77.6760569 13.0083367, 77.6760811 13.0082792, 77.6761535 13.0081982, 77.6765612 13.0080336))"
Oracle Tech Hub Entrance Fountain,"POLYGON ((77.6960523 12.9414596, 77.6962155 12.9416997, 77.6963067 12.9416427, 77.6961462 12.9414007, 77.6960523 12.9414596))"
Chikkalasandra lake,"POLYGON ((77.5520182 12.9152896, 77.5520879 12.9153981, 77.5525305 12.9157811, 77.5528242 12.9159851, 77.5535229 12.915772, 77.5540043 12.9155864, 77.5541398 12.9155053, 77.5539038 12.9150099, 77.5535859 12.914504, 77.552902 12.914789, 77.5522757 12.9150387, 77.5523145 12.9152191, 77.5520182 12.9152896))"
Shivapura Old Lake,"POLYGON ((77.5039369 13.0269302, 77.5043741 13.0270478, 77.5047308 13.0272385, 77.5048113 13.0275338, 77.5051036 13.0276331, 77.5053906 13.0271262, 77.5056401 13.026844, 77.5056079 13.0267891, 77.5054121 13.0267708, 77.5051144 13.0266427, 77.5046208 13.02629, 77.5045377 13.0261044, 77.5044636 13.0259996, 77.5043151 13.0259607, 77.5041354 13.0263396, 77.503894 13.0268387, 77.5039369 13.0269302))"
Nagarbhavi Lake,"POLYGON ((77.5088923 12.9647509, 77.5088046 12.9646872, 77.5087206 12.9646189, 77.5086591 12.9645639, 77.5085999 12.9645065, 77.5085823 12.9644966, 77.5085625 12.9644922, 77.5085423 12.9644938, 77.5085235 12.9645013, 77.5085081 12.9645136, 77.5084972 12.9645298, 77.5084916 12.9645484, 77.5084919 12.9645678, 77.508498 12.9645862, 77.5084712 12.9648672, 77.5084484 12.9650463, 77.5084407 12.9650759, 77.5084398 12.9651065, 77.5084457 12.9651365, 77.5084606 12.9651688, 77.5084832 12.9651966, 77.5085412 12.9652308, 77.5085968 12.9652688, 77.5086495 12.9653103, 77.508704 12.9653597, 77.5087546 12.965413, 77.5088011 12.9654697, 77.5089446 12.9656919, 77.5089642 12.9657118, 77.5089884 12.9657261, 77.5090156 12.9657337, 77.5090454 12.965734, 77.5090742 12.9657264, 77.5090997 12.9657114, 77.50912 12.9656903, 77.5091337 12.9656645, 77.5094649 12.9652502, 77.5096513 12.9650358, 77.5096622 12.9650237, 77.5096682 12.9650088, 77.5096688 12.9649927, 77.5096629 12.9649758, 77.5096509 12.9649622, 77.5096347 12.964954, 77.5096165 12.9649522, 77.5095523 12.9649675, 77.5094866 12.9649751, 77.5094205 12.9649748, 77.5093549 12.9649666, 77.5092978 12.9649527, 77.5092426 12.9649329, 77.5091899 12.9649074, 77.5091404 12.9648764, 77.5090726 12.9648471, 77.5090063 12.964815, 77.5089486 12.964784, 77.5088923 12.9647509))"
Nagaraesh Nagenahalli Lake,"POLYGON ((77.6424621 13.0752424, 77.642583 13.0749192, 77.6427439 13.0747964, 77.6439348 13.0752562, 77.6425069 13.0766863, 77.6421431 13.0765182, 77.6424621 13.0752424))"
Bhoganahalli Lake,"POLYGON ((77.6980496 12.9227922, 77.6980013 12.9228848, 77.6980468 12.9229792, 77.6981501 12.92313, 77.6985086 12.9235724, 77.6994987 12.9248352, 77.6995362 12.9248207, 77.6993917 12.9240113, 77.6994288 12.9237047, 77.6995769 12.9233459, 77.6997174 12.9230655, 77.6998281 12.922905, 77.69994 12.9228277, 77.7000704 12.9227733, 77.7001094 12.9227406, 77.7001116 12.9226999, 77.7000894 12.9226587, 77.6996638 12.9223857, 77.6989664 12.9217899, 77.6986704 12.921764, 77.6983094 12.9217774, 77.6982611 12.9218297, 77.6982307 12.9225884, 77.6981539 12.9227139, 77.6980496 12.9227922))"
Pattandur Agrahara Lake,"POLYGON ((77.7467576 12.9752104, 77.7467492 12.9757066, 77.7467117 12.975819, 77.7462423 12.975981, 77.7459231 12.9760359, 77.7459177 12.9764018, 77.7459365 12.9766553, 77.7461296 12.9769455, 77.74654 12.9769219, 77.7467331 12.9769115, 77.7470764 12.9768226, 77.7473527 12.9768671, 77.7474359 12.9770605, 77.7473447 12.9773297, 77.746717 12.9775492, 77.7459955 12.9776433, 77.7452606 12.977578, 77.7451238 12.9775048, 77.7449656 12.9773088, 77.7447644 12.97682, 77.7446759 12.9765769, 77.7445123 12.9762424, 77.7444479 12.9759862, 77.7444318 12.9758634, 77.7449897 12.9758059, 77.7456522 12.9756465, 77.7460894 12.9754949, 77.7463308 12.975267, 77.7463758 12.9752125, 77.7464143 12.9751498, 77.746468 12.9750642, 77.7464981 12.9749889, 77.746533 12.9749199, 77.7465904 12.9748802, 77.746623 12.9748802, 77.7466784 12.9749302, 77.746732 12.9750139, 77.7467576 12.9752104))"
Palanahalli Lake,"POLYGON ((77.6159929 13.1175857, 77.61619 13.1176014, 77.6164153 13.1175413, 77.6170979 13.1170554, 77.6174372 13.1167576, 77.6182553 13.1158146, 77.6189071 13.115381, 77.619119 13.1152739, 77.6191834 13.1152281, 77.6192102 13.1151811, 77.6191244 13.1151641, 77.6187408 13.1151589, 77.6179911 13.115108, 77.6172039 13.114946, 77.6167399 13.1149082, 77.6157582 13.1146234, 77.6157072 13.1145999, 77.6155248 13.1143909, 77.6154149 13.1143805, 77.6153827 13.1144249, 77.6153719 13.114532, 77.6154739 13.1148533, 77.6155463 13.1158982, 77.6156241 13.1162639, 77.6156697 13.1163632, 77.6156643 13.1164154, 77.6155946 13.1165643, 77.6155946 13.1166192, 77.6156992 13.1174054, 77.6158655 13.1175439, 77.6159929 13.1175857))"
Subedharana Lake,"POLYGON ((77.6157869 12.8607457, 77.615847 12.8606077, 77.6159851 12.860587, 77.6160948 12.8606042, 77.616201 12.8606284, 77.6163355 12.8606422, 77.6164806 12.8606249, 77.6166929 12.8605214, 77.6167885 12.8604145, 77.6169088 12.8603558, 77.6169796 12.8602695, 77.6171849 12.8601798, 77.6177228 12.860166, 77.6178892 12.8601074, 77.6179918 12.8601281, 77.618052 12.8601902, 77.6181369 12.8602281, 77.6182183 12.860235, 77.6182643 12.8601902, 77.6181015 12.8601143, 77.618013 12.8600384, 77.6179387 12.859959, 77.6178467 12.859921, 77.6177582 12.8598348, 77.6176591 12.8597278, 77.6175954 12.8596519, 77.6174963 12.8594966, 77.6174255 12.8593379, 77.6174255 12.8591447, 77.6174078 12.8589273, 77.6173866 12.8588238, 77.6172556 12.8587237, 77.6172061 12.85881, 77.6171353 12.8588825, 77.6170008 12.8589584, 77.6168451 12.8590446, 77.6166398 12.8591413, 77.6164876 12.8592413, 77.6162753 12.859369, 77.6160665 12.8594863, 77.6155816 12.8596726, 77.6153622 12.8597968, 77.6152525 12.8599935, 77.6152454 12.8601557, 77.6152985 12.8603731, 77.615302 12.8605732, 77.6153622 12.8606974, 77.6154754 12.8608044, 77.615663 12.8608596, 77.615755 12.8608216, 77.6157869 12.8607457))"
Nagarbhavi Thorai,"POLYGON ((77.5173211 12.9691042, 77.5174096 12.9682051, 77.5176376 12.9680404, 77.5176535 12.9680203, 77.5178871 12.9677241, 77.5179595 12.967515, 77.5179005 12.9672327, 77.5176736 12.9669597, 77.5174552 12.9666969, 77.5173748 12.9665532, 77.5173721 12.9660774, 77.517525 12.9658631, 77.518217 12.9655338, 77.5183082 12.9653743, 77.5180292 12.964402, 77.5173761 12.9639236, 77.5173372 12.9635472, 77.5173479 12.9629879, 77.5174847 12.9625592, 77.5174472 12.9621541, 77.5172755 12.9620234, 77.5160766 12.9621096, 77.5158781 12.9620391, 77.5157815 12.9618561, 77.5157627 12.961085, 77.5156313 12.9604211, 77.5154355 12.9600342, 77.5151876 12.9597032, 77.5150922 12.9595454, 77.5149634 12.9593128, 77.514773 12.9588553, 77.5146282 12.9583247, 77.5145021 12.9580032, 77.5143895 12.9579326, 77.5130591 12.9586515, 77.5125977 12.9592291, 77.5125088 12.9592948, 77.5123429 12.9594173, 77.5119138 12.9594984, 77.5117555 12.959467, 77.5115935 12.9591578, 77.5115525 12.9588524, 77.511549 12.9588109, 77.5116187 12.9586175, 77.5117857 12.9585128, 77.511844 12.9584763, 77.5117984 12.9580111, 77.5116992 12.9569786, 77.5117019 12.9565316, 77.5116563 12.9558023, 77.5116616 12.9554259, 77.5119191 12.9549632, 77.5120372 12.9546861, 77.512005 12.9545398, 77.5117367 12.9542261, 77.5112808 12.9538784, 77.5111198 12.9535726, 77.5110608 12.9529191, 77.5111869 12.9523414, 77.511313 12.9519101, 77.5113063 12.9514566, 77.51114 12.9511586, 77.510983 12.9508567, 77.5109294 12.9505221, 77.5110286 12.9498947, 77.5114498 12.9495968, 77.5115041 12.9494347, 77.5118682 12.9491328, 77.5125749 12.9486675, 77.5128096 12.9484113, 77.5128163 12.947865, 77.5128995 12.9477761, 77.5137752 12.9473278, 77.5148186 12.9468102, 77.5152424 12.9464207, 77.5157976 12.9457698, 77.5161597 12.9452104, 77.5167203 12.9447974, 77.5170314 12.944502, 77.5170341 12.9442903, 77.516951 12.9441648, 77.5166881 12.9441727, 77.5164065 12.9442537, 77.5160497 12.9440995, 77.5159612 12.9439478, 77.5158191 12.9433806, 77.5157306 12.942565, 77.5155616 12.9423062, 77.5153014 12.9421703, 77.5147381 12.9420919, 77.5146067 12.9419193, 77.5145933 12.9414279, 77.5145584 12.9411508, 77.5144297 12.9407953, 77.5144619 12.9404973, 77.5145638 12.9402385, 77.5145826 12.9399169, 77.5143841 12.9396059, 77.5138959 12.9390621, 77.5135928 12.93867, 77.5134809 12.9384929, 77.5131074 12.938274, 77.5130108 12.9381916, 77.512878 12.9379054, 77.5128418 12.9377172, 77.5128861 12.9373447, 77.5130939 12.9370048, 77.5131932 12.9367696, 77.5134507 12.9364114, 77.5136948 12.9358781, 77.5138074 12.9356272, 77.5138959 12.9353344, 77.5139792 12.9354262, 77.5140739 12.9354944, 77.5139388 12.9356873, 77.5136733 12.9362049, 77.5133729 12.9367277, 77.513169 12.937065, 77.5130095 12.9372244, 77.5128901 12.9374858, 77.5129089 12.9378466, 77.5130886 12.9381367, 77.5134802 12.938338, 77.5137015 12.9386177, 77.5138233 12.9387855, 77.5140126 12.9390464, 77.5144887 12.9395431, 77.5147301 12.9397758, 77.5147811 12.9399065, 77.5146845 12.9402633, 77.5145531 12.9405156, 77.5145692 12.940794, 77.5147448 12.941143, 77.514765 12.9414227, 77.5147609 12.9418736, 77.5149313 12.9419782, 77.5152048 12.9419991, 77.5153939 12.9420553, 77.5156555 12.9422108, 77.5159223 12.9425493, 77.51598 12.943395, 77.5161087 12.9439505, 77.5162268 12.9439988, 77.5165151 12.9440276, 77.5167431 12.944004, 77.5169872 12.9441047, 77.5171374 12.9443151, 77.5171166 12.944521, 77.5169107 12.9447634, 77.516499 12.9451294, 77.5162522 12.9453228, 77.5158472 12.9459842, 77.5153403 12.9465357, 77.5150332 12.946886, 77.5147596 12.9470494, 77.5139482 12.9474167, 77.5132656 12.9476951, 77.5130054 12.9477879, 77.5129169 12.9480323, 77.5129008 12.9483825, 77.5128351 12.9485812, 77.5125146 12.9488544, 77.5118816 12.9492504, 77.511612 12.9494595, 77.5115222 12.9496412, 77.5110836 12.9500006, 77.511026 12.950496, 77.5111158 12.950841, 77.5113425 12.9512749, 77.511435 12.9515154, 77.5114256 12.9519023, 77.5113183 12.9523846, 77.5112312 12.9528695, 77.5112848 12.9535661, 77.511439 12.9537334, 77.5119138 12.9541594, 77.512233 12.9545293, 77.5122316 12.9548561, 77.5119098 12.9554742, 77.5118494 12.9558324, 77.5119728 12.9564558, 77.5120157 12.9567786, 77.5119111 12.9569929, 77.5119741 12.9574739, 77.5120425 12.9583286, 77.5119196 12.9586888, 77.5118065 12.9588135, 77.511788 12.9590905, 77.5118601 12.9592213, 77.5120047 12.9592875, 77.5122153 12.9592204, 77.5124678 12.9590015, 77.5126366 12.9588736, 77.5129117 12.9585628, 77.5131677 12.9582842, 77.5132978 12.9582084, 77.5138128 12.9580176, 77.5142594 12.9577797, 77.5144149 12.9577222, 77.5145946 12.9577784, 77.5148454 12.9582698, 77.5150117 12.9588906, 77.5152276 12.959254, 77.5154462 12.9595402, 77.5154672 12.9595741, 77.5156521 12.9599148, 77.5157051 12.9600146, 77.5159076 12.9604799, 77.5159847 12.960802, 77.5159948 12.9614379, 77.5160404 12.9617777, 77.5162576 12.9618796, 77.5168772 12.96186, 77.5175022 12.9618339, 77.5177261 12.9619502, 77.5178039 12.9621854, 77.5177664 12.9625161, 77.5175531 12.9631787, 77.5175223 12.9634035, 77.5175169 12.9636596, 77.5176899 12.9638857, 77.517934 12.964036, 77.5181808 12.9642674, 77.518343 12.9647078, 77.5184248 12.9650188, 77.5184543 12.9654161, 77.5183497 12.9655795, 77.5178361 12.9658357, 77.5175612 12.9660225, 77.5175357 12.9662277, 77.5175719 12.9666041, 77.5181083 12.9669753, 77.5181888 12.9676392, 77.5181538 12.9677124, 77.5175772 12.9683607, 77.5175799 12.9690598, 77.5173944 12.9690916, 77.5173211 12.9691042))"
